file,question,solution,category
prob_s2.4.tex,"\begin{question}
Let $\varphi(x,y,z)=e^{x^2+y^2}+\cos(z^2)$, and define $\vF = \vnabla \varphi$. Evaluate $\int_C\vF\cdot\dee{\vr}$ over the closed curve $C$ that is an ellipse  traversed clockwise, centred at $(1,2,3)$, passing through the points $(\sqrt5-1,-2,\sqrt5-3)$, $((\sqrt5-2)/2,-1/2,(\sqrt5-6)/2)$, and $(-2,\sqrt 3-2,\sqrt3-3)$.
%%ellipse: r(t)=sqrt5cost-1, sqrt3 sin t -2,x+y-3
\end{question}","\begin{solution}
Since $\vF$ is conservative, $\int_C\vF\cdot\dee{\vr}=0$ over any closed curve $C$. The given curve is closed, so the integral is simply zero.
\end{solution}",CLP4
prob_s2.4.tex,"\begin{question}
Let $P_1$ and $P_2$ be points in $\mathbb R^2$. Let $A$ and $B$ be paths from $P_1$ to $P_2$, as shown below.


\begin{center}
\begin{tikzpicture}
\draw[ultra thick, blue] plot[smooth, domain=-.79:3.93]({2*sin( \x r)},{2*sin( (\x*2) r)});
\draw[ultra thick, blue,->] plot[smooth, domain=-.45:-.5]({2*sin( \x r)},{2*sin( (\x*2) r)});
\draw[ultra thick, blue,->] plot[smooth, domain=3.5:3.45]({2*sin( \x r)},{2*sin( (\x*2) r)});
\draw[ultra thick, blue,->] plot[smooth, domain=1.6:1.55]({2*sin( \x r)},{2*sin( (\x*2) r)});
\draw[blue] (2.5,0) node{B};
%\draw (0,0) node[vertex](a){};
\draw (-1.4,2) node[vertex, label=above:${P_1}$](b){};
\draw (-1.4,-2) node[vertex, label=below:${P_2}$](c){};
\draw[ultra thick, red] (b) to[out=224, in=135] (c);
\draw[red] (-2.25,0) node[left]{A};
\draw[ultra thick, red,->] (-2.1,1)--(-2.15,.9);
\end{tikzpicture}
\end{center}

Suppose $\vF$ is a conservative vector field in $\mathbb R^2$ with $\int_A \vF\cdot\dee{\vr}=5$. What is $\int_B \vF\cdot\dee{\vr}?$
\end{question}","\begin{solution}
Since $\vF$ is conservative, and $A$ and $B$ start and end at the same points, by path-independence 
$\int_B \vF\cdot\dee{\vr}=\int_A \vF\cdot\dee{\vr}=5.$
\end{solution}",CLP4
prob_s2.4.tex,"\begin{question}[M317 2016D] %3
Let $\vF(x, y, z) = e^x \sin y\,\hi + \big[ ae^x \cos y + bz\big]\,\hj 
   + cx\, \hk$. For which values of the constants $a$, $b$, $c$
is $\int_C\vF\cdot\dee{\vr}=0$ for all closed paths $C$?
\end{question}","\begin{solution} 
Note $\vF$ is defined and continuous on all of $\mathbb R^3$. By  Theorem~\eref{CLP317}{thm:pathIndepConserv}, the integral $\ \int_C\vF\cdot \dee{\vr}=0\ $ for all closed paths $C$
if and only if $\vF$ is conservative. Furthermore, $\vF$ has continuous first-order partial derivatives on all of $\bbbr^3$. Using Theorem~\eref{CLP317}{thm:screenConserv}, $\vF$ is conservative if
and only if it passes the screening test $\vnabla\times\vF=\vZero$:
\begin{align*}
\vZero=\vnabla\times\vF
&=\det\left[\begin{matrix}\hi&\hj&\hk\\[0.03in] 
            \frac{\partial\hfill}{\partial x}&
            \frac{\partial\hfill}{\partial y}&
            \frac{\partial\hfill}{\partial z}\\[0.03in]
  e^x\sin y & ae^x\cos y+bz & cx\end{matrix}\right] \\
&=(0-b)\hi-(c-0)\hj+(ae^x\cos y-e^x\cos y)\hk
\end{align*}
This is the case if and only if $a=1,\ b=c=0$.
\end{solution}",CLP4
prob_s2.4.tex,"\begin{question}
Consider the four vector fields sketched below. Exactly one of
those vector fields is conservative. Determine which three vector fields 
are not conservative and explain why.
\begin{center}
      (a) \raisebox{-1.0\height}{\includegraphics{VFa.pdf}}\qquad
      (b) \raisebox{-1.0\height}{\includegraphics{VFb.pdf}}\qquad
\end{center}
\begin{center}
      (c) \raisebox{-1.0\height}{\includegraphics{VFc.pdf}}\qquad
      (d) \raisebox{-1.0\height}{\includegraphics{VFd.pdf}}\qquad
\end{center}
\end{question}","\begin{solution} 
(a) Consider the circle $\cC$ in the figure (a) on the left below,
oriented {\it clockwise}. The vector field $\vF$ is in the same
direction as $\diff{\vr}{t}$ at every point of the curve. 
So $\vF\cdot\diff{\vr}{t}>0$ at every point of $\cC$ and
$\cC$ is a closed curve with $\oint_{\cC}\vF\cdot \dee{\vr}>0$.
As a consequence  $\vF$ is not conservative. 
\begin{center}
      (a) \raisebox{-1.0\height}{\includegraphics{VFas.pdf}}\qquad
      (b) \raisebox{-1.0\height}{\includegraphics{VFbs.pdf}}\qquad
\end{center}
\smallskip
(b) Consider the square in the figure (b) on the right above,
oriented {\it counterclockwise}. It consists of the four line
segments $L_1$, $L_2$, $L_3$ and $L_4$. On all of $L_1$, $L_2$, $L_3$
we have that $\vF\big(\vr(t)\big)\cdot\vr'(t)=0$ because the vector
field is perpendicular to the line segment. On  $L_4$
we have $\vF\big(\vr(t)\big)\cdot\vr'(t)>0$. So
\begin{align*}
\oint_{\cC}\vF\cdot \dee{\vr} &= \int_{L_1}\vF\cdot \dee{\vr}
                         +\int_{L_2}\vF\cdot \dee{\vr}
                         +\int_{L_3}\vF\cdot \dee{\vr}
                         +\int_{L_4}\vF\cdot \dee{\vr} \\
                         & =0+0+0+\int_{L_4}\vF\cdot \dee{\vr}>0
\end{align*}
So $\cC$ is a closed curve with $\oint_{\cC}\vF\cdot \dee{\vr}>0$
and  $\vF$ is not conservative.


(c) Consider the square in the figure (c) on the left below,
oriented {\it counterclockwise}. It consists of the four line
segments $L_1$, $L_2$, $L_3$ and $L_4$. On $L_1$ and $L_3$
we have that the dot product $\vF\big(\vr(t)\big)\cdot\vr'(t)=0$ because the vector
field is perpendicular to the line segment. On  $L_2$
we have $\vF\big(\vr(t)\big)\cdot\vr'(t)<0$ while on  $L_4$
we have $\vF\big(\vr(t)\big)\cdot\vr'(t)>0$. The vector field
$\vF$ is longer on $L_4$ than on $L_2$. So 
$\vF\big(\vr(t)\big)\cdot\vr'(t)$ has a larger magnitude on $L_4$
than $L_2$ and
\begin{align*}
\oint_{\cC}\vF\cdot \dee{\vr} &= \int_{L_1}\vF\cdot \dee{\vr}
                         +\int_{L_2}\vF\cdot \dee{\vr}
                         +\int_{L_3}\vF\cdot \dee{\vr}
                         +\int_{L_4}\vF\cdot \dee{\vr} \\
                         & =0+\int_{L_2}\vF\cdot \dee{\vr}+0
                           +\int_{L_4}\vF\cdot \dee{\vr}>0
\end{align*}
So $\cC$ is a closed curve with $\oint_{\cC}\vF\cdot \dee{\vr}>0$
and  $\vF$ is not conservative.

\begin{center}
      (c) \raisebox{-1.0\height}{\includegraphics{VFcs.pdf}}\qquad
      (d) \raisebox{-1.0\height}{\includegraphics{VFd.pdf}}\qquad
\end{center}


(d) We are told that one of the four vector fields is
conservative. Only the vector field in (d) is left, so it is
conservative. 

\emph{Remark:}
We can verify that vector field (d) is indeed conservative 
by observing (look at the figure (d) on the right above)
that the $\hi$ component of the vector field is exactly 
zero and that the $\hj$  component depends only on $y$. So the 
vector field is of the form 
\begin{equation*}
\vF(x,y) = a(y)\,\hj
\end{equation*}
for some function $a(y)$.
If $A(y)$ is any antiderivative of $a(y)$, we have $\vF=\vnabla A$,
so that $\vF$ is conservative with potential $A(y)$.
\end{solution}",CLP4
prob_s2.4.tex,"\begin{question}[M317 2007A] %7
Consider the vector field
\begin{equation*}
\vF(x, y, z) = \frac{x-2y}{x^2+y^2}\,\hi
              +\frac{2x + y}{x^2+y^2}\,\hj
              + z\,\hk
\end{equation*}
\begin{enumerate}[(a)]
\item
Determine the domain of $\vF$.
\item
Compute $\vnabla \times \vF$. Simplify the result.
\item
Evaluate the line integral
\begin{equation*}
\int_C \vF \cdot \dee{\vr}
\end{equation*}
where $C$ is the circle of radius $2$ in the plane $z = 3$, 
centered at $(0, 0, 3)$ and traversed counter-clockwise if 
viewed from the positive $z$-axis, i.e. viewed ``from above''.
\item
Is $\vF$ conservative?
\end{enumerate}
\end{question}","\begin{solution} 

 (a) The (largest possible) domain is
$
D=\Set{(x,y,z)}{x^2+y^2\ne 0}
$. That is, all of $\mathbb R^3$ except the points lying along the $z$-axis.

\noindent (b) 
As preliminary computations, let's find
\begin{align*}
%\frac{\partial\hfill}{\partial x}\left(\frac{x-2y}{x^2+y^2}\right)
%&=\frac{1}{x^2+y^2}-\frac{2x(x-2y)}{{(x^2+y^2)}^2}
%=\frac{-x^2+y^2+4xy}{{(x^2+y^2)}^2}
%\\
\frac{\partial\hfill}{\partial y}\left(\frac{x-2y}{x^2+y^2}\right)
&=\frac{-2}{x^2+y^2}-\frac{2y(x-2y)}{{(x^2+y^2)}^2}
=\frac{-2x^2+2y^2-2xy}{{(x^2+y^2)}^2}
\\
\frac{\partial\hfill}{\partial x}\left(\frac{2x+y}{x^2+y^2}\right)
&=\frac{2}{x^2+y^2}-\frac{2x(2x+y)}{{(x^2+y^2)}^2}
=\frac{-2x^2+2y^2-2xy}{{(x^2+y^2)}^2}
%\\
%\frac{\partial\hfill}{\partial y}\left(\frac{2x+y}{x^2+y^2}\right)
%&=\frac{1}{x^2+y^2}-\frac{2y(2x+y)}{{(x^2+y^2)}^2}
%=\frac{x^2-y^2-4xy}{{(x^2+y^2)}^2}
\end{align*}
So the curl of $\vF$ is
\begin{align*}
\vnabla\times\vF
&=\det\left[\begin{matrix}
\hi &\hj &\hk \\
\pdiff{}{x} & \pdiff{}{y} & 
                \pdiff{}{z} \\
\frac{x-2y}{x^2+y^2} & \frac{2x + y}{x^2+y^2} & z
\end{matrix}
\right]
=\left(\frac{-2x^2+2y^2-2xy}{{(x^2+y^2)}^2}
  -\frac{-2x^2+2y^2-2xy}{{(x^2+y^2)}^2}\right)\hk
=\vZero
\end{align*}
\emph{on the domain of $\vF$}.

\noindent (c) Parametrize the circle by
\begin{equation*}
\vr(t) = 2\cos t\,\hi +2\sin t\,\hj +3\,\hk\qquad
\vr'(t) = -2\sin t\,\hi +2\cos t\,\hj 
\end{equation*}
with $0\le\theta\le 2\pi$. So the integral is
\begin{align*}
\int_C \vF \cdot \dee{\vr}
&=\int_0^{2\pi}\!\!\bigg\{
       \overbrace{\frac{2\cos t-4\sin t}{4}}^{\frac{x-2y}{x^2+y^2}}\,\hi
      +\overbrace{\frac{4\cos t + 2\sin t}{4}}^{\frac{2x+y}{x^2+y^2}}\,\hj
      + \overbrace{3}^{z}\,\hk\bigg\}
           \cdot
  \Big\{\overbrace{-2\sin t\,\hi +2\cos t\,\hj}^{\vr'(t)}\Big\}\dee{t} \\
&=\int_0^{2\pi}
       \frac{-4\sin t\cos t+8\sin^2 t+8\cos^2t+4\sin t\cos t}{4}\,\dee{t} \\
&= 2\int_0^{2\pi}\dee{t}
=4\pi
\end{align*}

\noindent (d) As the integral of $\vF$ around the simple closed curve $C$
is not zero, $\vF$ cannot be conservative.
See Theorem \eref{CLP317}{thm:pathIndepConserv} and
Examples \eref{CLP317}{eg:screeningCounterexample} and \eref{CLP317}{eg:greenCC}
in the CLP-4  text. 
\end{solution}",CLP4
prob_s2.4.tex,"\begin{question}
Find the work, $\int_\cC\vF\cdot \dee{\vr}$, done by the force field 
$\vF=(x+y)\hi+(x-z)\hj+(z-y)\hk$ in moving an object
from $(1,0,-1)$ to $(0,-2,3)$. Does the work done depend on the path used
to get from $(1,0,-1)$ to $(0,-2,3)$?
\end{question}","\begin{solution}
The point here is that $\vF$ is conservative, as
$\vF=\nabla\phi$ with 
\begin{equation*}
\phi=\frac{x^2}{2}+yx-yz+\frac{z^2}{2}
\end{equation*}
So, for all paths from $\vr(t_0)=(1,0,-1)$ to $\vr(t_1)=(0,-2,3)$,
\begin{align*}
\int_\cC\vF\cdot \dee{\vr}
=\phi\big(\vr(t_1)\big)-\phi\big(\vr(t_0)\big)
&=\phi(0, -2, 3)-\phi(1,0,-1) \\
&=\left[0+0+6+\frac{9}{2}\right]-\left[\frac{1}{2}+0-0+\frac{1}{2}\right] \\
&=9\frac{1}{2}
\end{align*}
.

\end{solution}",CLP4
prob_s2.4.tex,"\begin{question}
Consider the vector field 
\begin{equation*}
\vV(x, y) = (e^x \cos y + x^2, x^2y + 3)
\end{equation*}
Evaluate the line integral $\int_C\vV\cdot \dee{\vr}$ along the 
oriented  curve $C$ obtained by moving from $(0, 0)$ to $(1,0)$ to 
$(1, \pi)$ and finally to $(0, \pi)$ along straight line segments. 
\end{question}","\begin{solution}
Note that:
\begin{itemize}\itemsep1pt \parskip0pt \parsep0pt %\itemindent-15pt
\item
Along the line segment from $(0, 0)$ to $(1,0)$, $x$ increases
from $0$ to $1$, while $y$ is held fixed at $y=0$.
So we may parametrize this segment by $\vr(x) = x\,\hi$, $0\le x\le 1$.
\item
Along the line segment from $(1, 0)$ to $(1,\pi)$, $y$ increases
from $0$ to $\pi$, while $x$ is held fixed at $x=1$.
So we may parametrize this segment by $\vr(x) = \hi + y\,\hj$, $0\le y\le\pi$.
\item
Along the line segment from $(1, \pi)$ to $(0,\pi)$, $x$ decreases
from $1$ to $0$, while $y$ is held fixed at $y=\pi$.
So we may parametrize this segment by $\vr(x) = x\,\hi+\pi\,\hj$
with $x$ running from $1$ to $0$.
\end{itemize}
Hence
\begin{align*}
\int_C \vV\cdot \dee{\vr}
&=\int_0^1 \vV(x,0)\cdot\hi\ \dee{x}+\int_0^\pi \vV(1,y)\cdot\hj\ \dee{y}
+\int_1^0 \vV(x,\pi)\cdot\hi\ \dee{x}\\
&=\int_0^1 (e^x+x^2)\ \dee{x}
         +\int_0^\pi (y+3)\ \dee{y}+\int_1^0 (-e^x+x^2)\ \dee{x}\cr
&=2\int_0^1 e^x\ \dee{x}+\int_0^\pi (y+3)\ \dee{y}\\
&=2(e-1)+\frac{\pi^2}{2}+3\pi
\end{align*}
\end{solution}",CLP4
prob_s2.4.tex,"\begin{question}
Evaluate $\int_\cC\vF\cdot \dee{\vr}$ for 
\begin{enumerate}[(a)]
\item 
$\vF(x,y)=xy\,\hi-x^2\,\hj$ along $y=x^2$ from $(0,0)$ to $(1,1)$.

\item
$\vF(x,y,z)=(x-z)\,\hi+(y-z)\,\hj-(x+y)\,\hk$ along the polygonal path from
$(0,0,0)$ to $(1,0,0)$ to $(1,1,0)$ to $(1,1,1)$.	
\end{enumerate}
\end{question}","\begin{solution}
(a) 
We may parametrize the curve by $\vr(t)=t\,\hi+t^2\,\hj$ with $0\le t\le 1$.
Then $\vv(t)=\diff{\vr}{t}(t)=\hi+2t\,\hj$ and 
$\vF\big(x(t),y(t)\big)=t^3\,\hi-t^2\,\hj$ so
\begin{align*}
\int_\cC\vF\cdot \dee{\vr}
&=\int_0^1 \vF\big(x(t),y(t)\big)\cdot \diff{\vr}{t}(t)\ \dee{t}
=\int_0^1\big[t^3\,\hi-t^2\,\hj\big]
\cdot\big[\hi+2t\,\hj\big]\,\dee{t}
=\int_0^1\big[-t^3\big]\,\dee{t} \\
&=-\frac{1}{4}
\end{align*}

(b) The path is the union of three line segments.
\begin{itemize}\itemsep1pt \parskip0pt \parsep0pt %\itemindent-15pt
\item
On the first segment of the path $y=z=0$ so $\vF$ simplifies
to $x\,\hi-x\,\hk$ and $\dee{\vr}=\hi\ \dee{x}$ (i.e. we can parametrize
the first segment of the path by $\vr(x)=x\,\hi$ with $0\le x\le 1$),
so $\vF\cdot \dee{\vr}=x\,\dee{x}$. 
\item
On the second segment of the path $x=1$, $z=0$ so $\vF$ simplifies
to $\hi+y\hj-(1+y)\hk$ and $\dee{\vr}=\hj\, \dee{y}$
(parametrize the second segment of the path by $
\vr(y)=\hi+y\,\hj$ with $0\le y\le 1$),
so $\vF\cdot \dee{\vr}=y\,\dee{y}$.
\item
On the final segment of the path $x=y=1$ so $\vF$ simplifies
to $(1-z)\hi+(1-z)\hj-2\hk$ and $\dee{\vr}=\hk\, \dee{z}$
(parametrize the third segment of the path by $
\vr(z)=\hi+\hj+z\,\hk$ with $0\le z\le 1$),
so $\vF\cdot \dee{\vr}=-2\,\dee{z}$.
\end{itemize}
So
\begin{equation*}
\int_\cC\vF\cdot \dee{\vr}=\int_0^1 x\,\dee{x}
           +\int_0^1 y\,\dee{y}+\int_0^1(-2)\,\dee{z}
=\frac{1}{2}+\frac{1}{2}-2
=-1
\end{equation*}
\end{solution}",CLP4
prob_s2.4.tex,"\begin{question}[M317 1998D] %2
Let $\cC$ be the part of the curve of intersection of $xyz=8$
and $x=2y$ which lies between the points $(2,1,4)$ and $(4,2,1)$. Calculate
$$
\int_\cC \vF\cdot \dee{\vr}
$$
where
$$
\vF = x^2\,\hi+(x-2y)\,\hj+x^2 y\,\hk
$$
\end{question}","\begin{solution} 
Parametrize the curve using $y$ as a parameter. Then $y=t$, $x=2y=2t$ and 
$z=\frac{8}{xy}=\frac{8}{2t^2}$ so that:
\begin{align*}
\vr(t)&=2t\,\hi+t\,\hj+\frac{4}{t^2}\,\hk,\qquad 1\le t\le 2\\
\vr'(t)&=2\,\hi+\hj-\frac{8}{t^3}\,\hk\\
\vF(\vr(t))&= 4t^2\,\hi+4t^3\,\hk\\
\vF(\vr(t))\cdot \vr'(t)&=8t^2-32
\end{align*}
Then
$$
\int_\cC \vF\cdot \dee{\vr}
=\int_1^2 \vF(\vr(t))\cdot \vr'(t)\ \dee{t}
=\int_1^2 \big(8t^2-32\big)\ \dee{t}
= \left[\frac{8}{3}t^3-32t\right]_1^2
=-\frac{40}{3}
$$

\end{solution}",CLP4
prob_s2.4.tex,"\begin{question}
 Let  $\vF = 6x^2yz^2\,\hi + (2x^3z^2 + 2y - xz)\,\hj 
+ 4x^3yz\,\hk$ and let $\vG = yz\,\hi + xy\,\hk$. 
\begin{enumerate}[(a)]
\item 
For what value of the constant $\la$ is the vector field 
$\vH = \vF +  \la\vG$ conservative on 3-space? 
\item
Find a scalar potential $\phi(x,y,z)$ for the conservative field $\vH$ referred to in part (a). 
\item 
Find   $\int_C\vF\cdot \dee{\vr}$ if $C$ is the curve of intersection of the two surfaces $z = x$ and $y = e^{xz}$ from the point $(0, 1, 0)$ to 
the point $(1, e, 1)$.
\end{enumerate} 
\end{question}","\begin{solution}
(a), (b) The curls of $\vF$ and $\vG$ are
\begin{align*}
\vnabla\times\vF
&= \det\left[\begin{matrix}
                       \hi &       \hj        &   \hk \\
               \pdiff{}{x} &   \pdiff{}{y}    &  \pdiff{}{z} \\
                  6x^2yz^2 & 2x^3z^2 + 2y - xz &  4x^3yz
            \end{matrix}\right] \\
&=(4x^3z-4x^3z+x)\,\hi-(12x^2yz-12x^2yz)\,\hj+(6x^2z^2-z-6x^2z^2)\,\hk \\
&=x\,\hi-z\,\hk\\
\vnabla\times\vG
&=\det\left[\begin{matrix}
                   \hi       &   \hj       &  \hk \\
                 \pdiff{}{x} & \pdiff{}{y} &  \pdiff{}{z} \\
                          yz &      0      & xy
\end{matrix}\right] \\
&=x\hi-z\,\hk
\end{align*}
Hence the screening test for
\begin{equation*}
\vnabla\times\big(\vF+\la\vG\big)=(x+\la x)\,\hi-(z+\la z)\,\hk
\end{equation*}
passes for $\la=-1$. Furthermore
\begin{align*}
\vF-\vG &=(6x^2yz^2-yz)\,\hi+(2x^3z^2 + 2y - xz)\,\hj+(4x^3yz-xy)\,\hk \\
&=\vnabla\big(2x^3yz^2-xyz+y^2\big)
\end{align*}
The potential was found by guessing. Alternatively,
we can find it by using that
$\phi(x,y,z)$ is a potential for $\vF-\vG$ 
if and only if
\begin{align*}
\pdiff{\phi}{x}(x,y,z) &= 6x^2yz^2-yz \\
\pdiff{\phi}{y}(x,y,z) &= 2x^3z^2 + 2y - xz \\
\pdiff{\phi}{z}(x,y,z) &= 4x^3yz-xy
\end{align*}
Integrating the first of these equations gives
\begin{equation*}
\phi(x,y,z) = 2x^3yz^2-xyz + f(y,z)
\end{equation*}
Substituting this into the second equation gives 
\begin{equation*}
2x^3z^2-xz + \pdiff{f}{y}(y,z) 
   = 2x^3z^2 + 2y - xz \qquad\hbox{or}\qquad 
\pdiff{f}{y}(y,z) = 2y
\end{equation*}
which integrates to
\begin{equation*}
f(y,z) = y^2+ g(z)
\end{equation*}
Finally, substituting $\phi(x,y,z) = 2x^3yz^2-xyz + y^2 + g(z)$
into the last equation gives
\begin{equation*}
4x^3yz-xy + g'(z) = 4x^3yz-xy\qquad\hbox{or}\qquad 
g'(z) = 0
\end{equation*}
which integrates to
\begin{equation*}
g(z) =  K
\end{equation*}
with $K$ being an arbitrary constant.
Choosing $K=0$ gives the potential $\phi(x,y,z) =  2x^3yz^2-xyz + y^2$
as in the guess above.


(c) Any point $(x,y,z)$ on the curve must have $z=x$ and $y=e^{xz}=e^{x^2}$.
So we may parametrize the curve by
$\vr(x)=x\,\hi+e^{x^2}\,\hj+x\,\hk$, $0\le x\le 1$. Hence
\begin{align*}
\int_C\vF\cdot \dee{\vr}
&=\int_C(\vF-\vG)\cdot \dee{\vr}+\int_C\vG\cdot \dee{\vr}\\[-0.2in]
&=\Big[2x^3yz^2-xyz+y^2\Big]_{(0,1,0)}^{(1,e,1)}
+\int_0^1\overbrace{[xe^{x^2}\hi + xe^{x^2}\hk]}^{\vG(\vr(x))}\cdot 
   \overbrace{[\hi+2xe^{x^2}\,\hj+\hk]}^{\diff{\vr}{x}}\ \dee{x}\\
&=e+e^2-1+\int_0^1 2xe^{x^2}\ \dee{x}
=e+e^2-1+\Big[e^{x^2}\Big]_0^1
=e^2+2e-2
\end{align*}
\end{solution}",CLP4
prob_s2.4.tex,"\begin{question}[M317 2016D] %6
Find the work done by the force field 
$\vF(x,y,z) = (x - y^2\,,\, y - z^2\,,\, z - x^2)$ on a particle 
that moves along the line segment from $(0, 0, 1)$ to $(2, 1, 0)$.
\end{question}","\begin{solution} 
Parametrize the line segment by
\begin{equation*}
\vr(t) = (0,0,1) + t\big\{(2,1,0)-(0,0,1)\big\}
       = \big(2t,t,1-t\big)\qquad
0\le t\le 1
\end{equation*}
so that $\vr(0) = (0,0,1)$ is the initial point of the line segment and
$\vr(1) = (2,1,0)$ is the final point of the segment. Then
\begin{equation*}
\vr'(t) = (2,1,-1)\qquad
% \diff{s}{t}(t) = |\vr'(t)| = \sqrt{6}
\end{equation*}
and the work is
\begin{align*}
\int\vF\cdot\dee{\vr}
&=\int_0^1 \vF\big(\vr(t)\big)\cdot \vr'(t)\,\dee{t}
=\int_0^1\big(2t-t^2\,,\, t-(1-t)^2 \,,\,(1-t)-4t^2\big)\cdot(2,1,-1)\,\dee{t}
\\
&=\int_0^1\big(4t-2t^2 \ +\ t-1+2t-t^2 \ -\ 1+t+4t^2\big)\,\dee{t}
=\int_0^1\big(t^2+8t-2\big)\,\dee{t} \\
&=\frac{1}{3}+4-2
=\frac{7}{3}
\end{align*}
\end{solution}",CLP4
prob_s2.4.tex,"\begin{question}[M317 2003A] %3
Let $\ \vF= \frac{x}{x^2+y^2}\,\hi+\frac{y}{x^2+y^2}\,\hj+x^3\,\hk$. 
Let $P$ be the path which starts at $(1,0,0)$, ends at 
$\big(\frac{1}{\sqrt{2}},\frac{1}{\sqrt{2}},\frac{1}{2}\ln 2\big)$ and follows
\begin{equation*}
x^2+y^2=1\qquad xe^z=1
\end{equation*}
Find the work done in moving a particle along $P$ in the field $\vF$.
\end{question}","\begin{solution} 
On $P$, $z=\ln\frac{1}{x}=-\ln(x)$. So parametrize the curve 
$P$ by
\begin{equation*}
\vr(\theta)=\cos\theta\,\hi+\sin\theta\,\hj-\ln(\cos\theta)\,\hk\qquad
0\le\theta\le\frac{\pi}{4}
\end{equation*}
Then
\begin{align*}
\vr\,'(\theta)&=-\sin\theta\,\hi+\cos\theta\,\hj+\tan\theta\,\hk\\
\vF\big(\vr(\theta)\big)&=\cos\theta\,\hi+\sin\theta\,\hj+\cos^3\theta\,\hk\\
\vF\big(\vr(\theta)\big)\cdot\vr\,'(\theta)&=\sin\theta\cos^2\theta\\
\end{align*}
so that
\begin{align*}
\text{Work}
&=\int_P\vF\cdot \dee{\vr}
=\int_0^{\pi/4}\vF\big(\vr(\theta)\big)\cdot\vr\,'(\theta)\ \dee{\theta}
=\int_0^{\pi/4}\sin\theta\cos^2\theta\ \dee{\theta}
=-\frac{1}{3}\cos^3\theta\Big|_0^{\pi/4} \\
&=\frac{1}{3}\big[1-\frac{1}{2^{3/2}}\big]\approx 0.2155
\end{align*}
\end{solution}",CLP4
prob_s2.4.tex,"\begin{question}[M317 2005A] %2
Let $\vF = \big(yz\cos x\,,\,z\sin x+2yz\,,\,y\sin x+y^2-\sin z\big)$
and let $C$ be the line segment $\vr(t) = (t,t,t)$, for $0\le t\le\pi/2$.
Evaluate $\displaystyle\int_C\vF\cdot\dee{\vr}$.
\end{question}","\begin{solution} 
Hmmm. $\vF$ looks suspiciously complicated. Let's
guess that $\vF$ is conservative and look for a potential for it.
$\phi(x,y,z)$ is a potential for this $\vF$ if and only if
\begin{align*}
\frac{\partial \varphi}{\partial x}(x,y,z) &= yz\cos x \\
\frac{\partial \varphi}{\partial y}(x,y,z) &= z\sin x+2yz \\
\frac{\partial \varphi}{\partial z}(x,y,z) &= y\sin x+y^2-\sin z
\end{align*}
Integrating the first of these equations gives
\begin{equation*}
\varphi(x,y,z) = yz\sin x + f(y,z)
\end{equation*}
Substituting this into the second equation gives 
\begin{equation*}
z\sin x + \pdiff{f}{y}(y,z) 
= z\sin x+2yz\qquad\text{or}\quad
\pdiff{f}{y}(y,z) = 2yz
\end{equation*}
which integrates to
\begin{equation*}
f(y,z) = y^2z + g(z)
\end{equation*}
Finally, substituting $\varphi(x,y,z) = yz\sin x+y^2z + g(z)$
into the last equation gives
\begin{equation*}
y\sin x+y^2 + g'(z) 
= y\sin x+y^2-\sin z\qquad\text{or}\quad
g'(z) = -\sin z
\end{equation*}
which integrates to
\begin{equation*}
g(z) = \cos z + C
\end{equation*}
with $C$ being an arbitrary constant.
So $\phi(x,y,z)=yz\sin x+y^2z+\cos z$ is one allowed scalar potential
and the specified integral is
\begin{align*}
\int_C\vF\cdot\dee{\vr} = \varphi(\vr)\Big|_{\vr(0)}^{\vr(\pi/2)}
= \varphi(\pi/2\,,\,\pi/2\,,\,\pi/2) -\varphi (0,0,0)
= \frac{\pi^3}{8}+\frac{\pi^2}{4}-1
\end{align*}

\end{solution}",CLP4
